,subj,channel,dir,type,Unnamed: 4,Unnamed: 5,Unnamed: 6,nat_x,nat_y,nat_z,leadDBS_x,leadDBS_y,leadDBS_z,mni_linear_x,mni_linear_y,mni_linear_z,mni_nonlinear_x,mni_nonlinear_y,mni_nonlinear_z,fs_anatomy
16,DBS3005,3,+,Three,,,,-64.93180136,42.62376456,11.02080173,-64.9367334182685,42.6328738757926,10.9884943583167,-64.9558757512908,-37.1147098105586,7.07045868540467,-66.8922872747447,-36.5018405422336,7.47726198876157,superiortemporal
17,DBS3005,6,+,Sus,,,,-63.49135159,47.68225464,17.04363559,-63.4961451561397,47.6904961950075,17.0120238111964,-64.0280682704519,-30.4540111724489,12.6175641119968,-66.1708789064654,-29.7518584311663,13.2214376432964,superiortemporal
18,DBS3005,7,+,Three,,,,-63.13948162,49.41236888,19.10874806,-63.1442277131526,49.4203133311946,19.077377064677,-63.8499151416834,-28.1811070452634,14.5139781052446,-66.0934364732418,-27.4794138865021,15.1245025618797,superiortemporal
19,DBS3005,8,+,Sus,,,,-63.17537446,51.01126283,21.13948391,-63.1800741839,51.0189162922326,21.1083428091642,-64.0479387606696,-26.0714870316004,16.3841174900865,-66.415550685078,-25.4034339775299,16.987118355094,supramarginal
20,DBS3005,21,+,Three,,,,-65.97271433,44.80947488,10.0768882,-65.9776589741738,44.8187226560749,10.0449153934244,-66.0092267921004,-35.0409069221127,5.49720579970207,-68.0580624944939,-34.3427521860762,5.93278780432778,superiortemporal
21,DBS3005,22,+,Sus,,,,-65.48592891,46.61132141,12.23739539,-65.4908239133368,46.6202579951502,12.2056708924205,-65.7054908374233,-32.6663991496329,7.4885273302213,-67.8146992187221,-31.9343953539682,8.0071138672003,superiortemporal
22,DBS3005,23,+,Sus,,,,-64.89802314,48.34087143,14.3007204,-64.9028707086332,48.3495104456135,14.2692317843299,-65.2943572086023,-30.3839570698487,9.39399376016491,-67.469159655804,-29.6090179827159,9.99143470533296,superiortemporal
23,DBS3005,40,+,Sus,,,,-63.68392557,49.60391302,10.38263913,-63.6888492918978,49.6131099204594,10.3513068012871,-63.9342328100236,-29.7992146950742,4.86594034810523,-66.2104551672177,-28.8255009055385,5.38871837667887,superiortemporal
24,DBS3005,42,+,Sus,,,,-62.45148541,53.10868817,14.84442953,-62.4563072780194,53.1172417192453,14.813574352021,-63.0753352077497,-25.1144391605425,9.03720623050734,-65.533867044653,-24.0151144623804,9.72139329049408,superiortemporal
25,DBS3005,43,+,Sus,,,,-62.23495782,54.78834234,17.08086694,-62.2397288704811,54.7965746424773,17.0502480750334,-63.0379714443696,-22.8657146034889,11.1267560456103,-65.6327557805667,-21.7832119168137,11.8043040699571,superiortemporal
26,DBS3006,0,+,Three,,,,-67.9367981,38.19618988,-3.166786194,-50.4530897339963,48.3490772245666,6.80009232479477,-70.1876470065829,-39.6268218787586,14.9408922279275,-69.8811906044288,-40.2600393749882,15.3251743590843,superiortemporal
27,DBS3006,1,+,Sus,,,,-69.1583078,39.18141525,-0.527535756,-51.5377242522238,49.3391956608502,9.49668856735125,-71.1733907562624,-37.5909558925663,17.8382684016733,-70.9515650757666,-38.3173229569301,18.230230280079,superiortemporal
28,DBS3006,2,+,Sus,,,,-69.94856663,40.319206,1.903288177,-52.1816299779683,50.448777879302,11.9830904896625,-71.6588442496644,-35.5351723713034,20.4161294764554,-71.5014413967981,-36.3363585024148,20.8126470991836,supramarginal
29,DBS3006,3,+,Sus,,,,-70.3170931,41.77814827,4.37869062,-52.3746744449031,51.8363659563376,14.5186919416554,-71.6027375105131,-33.2061265247793,22.9230392726148,-71.5075648784813,-34.0639115260899,23.3414421769516,supramarginal
30,DBS3006,4,+,Sus,,,,-70.18783429,43.40450162,6.600524724,-52.0600035359637,53.3537182151436,16.7983638887741,-70.9718378473255,-30.8670485127278,25.0484109223429,-70.9728518136264,-31.7557035336105,25.5178243166658,supramarginal
31,DBS3006,5,+,Sus,,,,-69.6495032,45.27270697,8.764223119,-51.3160620017992,55.0754665427533,19.0218107684797,-69.8368947788319,-28.3659452981616,27.0062195130341,-69.999645289502,-29.2663855157071,27.5657962167429,supramarginal
32,DBS3006,22,+,Three,,,,-69.32442155,41.73425671,-1.756248769,-51.4788305982218,51.943157565934,8.36963803585771,-71.0327536904715,-35.2776445541347,15.4716613476329,-70.6483745760074,-35.8362495287751,15.937031457325,superiortemporal
33,DBS3006,23,+,Three,,,,-69.59067581,43.3303407,0.649146004,-51.5580844258441,53.4603269796642,10.8386895235605,-70.8423905842276,-32.8450895451888,17.8429326107131,-70.5426524109843,-33.4289229572634,18.3423487980503,superiortemporal
34,DBS3006,24,+,Three,,,,-69.74213627,44.96637648,3.027123668,-51.5196810106326,55.0075247753155,13.2798030550658,-70.516423590427,-30.3994499252641,20.1633864952151,-70.3545373562846,-31.0254122823615,20.6921070758427,supramarginal
35,DBS3006,25,+,Three,,,,-69.78219475,46.67419688,5.423144791,-51.3633274974658,56.6149292390689,15.7396764036681,-70.0490919249554,-27.8933058841128,22.4772077549424,-70.0750471061927,-28.5742992195,23.0494154619842,supramarginal
36,DBS3006,27,+,Three,,,,-69.53177876,50.07569873,9.95132025,-50.7267377841485,59.7950533540057,20.3892850045707,-68.7631210813629,-23.0334820397973,26.7791402494352,-69.1813224733033,-23.825639233772,27.4956106690772,postcentral
37,DBS3006,28,+,Three,,,,-69.24173218,51.81795708,12.1502223,-50.2413662109293,61.4134825489684,22.6475725812561,-67.9305035866224,-20.6090668657715,28.8313404069621,-68.4775718226301,-21.4372080751884,29.6364488032877,postcentral
38,DBS3006,29,+,Sus,,,,-68.82367646,53.64353636,14.3688755,-49.6203962026504,63.1019634206408,24.9264672495712,-66.9353921511817,-18.1145555366935,30.8744402057754,-67.5701040444717,-18.9516377464566,31.7715998478817,postcentral
39,DBS3006,30,+,Sus,,,,-68.27544799,55.53991386,16.58817738,-48.863134981522,64.8485945356014,27.2063659542559,-65.7792159627997,-15.5691161519532,32.889553755433,-66.505733345627,-16.3849330409251,33.8784532911646,postcentral
40,DBS3006,45,+,Sus,,,,-69.7464242,47.8533072,0.837242286,-51.2818533672886,57.966806165714,11.2022902391832,-70.2202544081924,-28.0572013026442,16.5111941876551,-70.0732572107825,-28.455146909983,17.1395466033085,superiortemporal
41,DBS3006,46,+,Sus,,,,-69.9821088,49.45900791,3.230992516,-51.3299342513965,59.4911277017024,13.659523286312,-69.9943510776798,-25.6235358315477,18.8640234886118,-70.0551202310147,-26.0961763827134,19.5125410295595,postcentral
42,DBS3006,47,+,Sus,,,,-70.22072544,50.97906969,5.525033614,-51.3904800238789,60.9344981594658,16.0139162455066,-69.7956731061088,-23.3085044649506,21.1257558353929,-70.0482764629397,-23.8694481203528,21.8004582575764,postcentral
43,DBS3006,48,+,Sus,,,,-70.20769172,52.65061762,7.860163672,-51.1855899953155,62.5032435995122,18.410608250844,-69.2794783420321,-20.8677951791726,23.3765969715629,-69.716502014158,-21.4968591156671,24.1028745914873,postcentral
44,DBS3006,49,+,Sus,,,,-69.88495013,54.4115861,10.09787749,-50.665343718933,64.1356649133493,20.7077977769341,-68.4027387551431,-18.4179608491806,25.4682791109979,-68.9893674826474,-19.0727472794823,26.2713246768937,postcentral
45,DBS3006,50,+,Three,,,,-69.39637353,56.11300852,12.13050302,-49.9886129879637,65.7013964668459,22.7948128968363,-67.3654196007806,-16.1211077161876,27.3265980216122,-68.0731730930424,-16.7664400282954,28.2155995413271,postcentral
46,DBS3008,0,+,Sus,,,,-75.53218842,23.938797,15.96166992,-65.50328135,-64.70969441,16.62937711,-66.17582547,-52.7382077,18.91079079,-67.57415483,-53.24229638,18.22384345,superiortemporal
47,DBS3008,1,+,Onset,,,,-76.14818665,26.0634032,17.67641668,-66.22261594,-62.61779472,18.34410019,-66.71537999,-50.26998405,19.94895546,-68.31679255,-50.74776983,19.3964155,superiortemporal
48,DBS3006,2,+,Onset,,,,-69.94856663,40.319206,1.903288177,-52.1816299779683,50.448777879302,11.9830904896625,-71.6588442496644,-35.5351723713034,20.4161294764554,-71.5014413967981,-36.3363585024148,20.8126470991836,supramarginal
49,DBS3008,3,+,Onset,,,,-76.59759417,30.22844968,20.83524331,-66.87576463,-58.47913417,21.50205057,-67.02057346,-45.49750258,21.6903338,-68.92840309,-45.897223,21.40246319,superiortemporal
50,DBS3008,4,+,Three,,,,-76.66890228,32.36094378,22.40648532,-67.051635,-56.35224885,23.07267015,-67.01960597,-43.06911284,22.51668819,-69.04221787,-43.43268318,22.35852225,superiortemporal
51,DBS3006,5,+,Three,,,,-69.6495032,45.27270697,8.764223119,-51.3160620017992,55.0754665427533,19.0218107684797,-69.8368947788319,-28.3659452981616,27.0062195130341,-69.999645289502,-29.2663855157071,27.5657962167429,supramarginal
52,DBS3006,6,+,Three,,,,-68.94306711,47.17917739,10.81488588,-50.4027867333116,56.8239513705744,21.1307508486598,-68.5134908202807,-25.8887244630233,28.8082948146842,-68.8650846013834,-26.7921611642937,29.4837525719557,supramarginal
53,DBS3008,24,+,Onset,,,,-76.40799212,31.4536481,18.99792961,-66.74947546,-57.24670737,19.66412865,-67.07263674,-45.04823796,19.3372478,-69.02136295,-45.44855542,18.9698302,superiortemporal
54,DBS3008,25,+,Onset,,,,-76.51180376,33.71112111,20.6817691,-66.96392009,-54.99657649,21.34734022,-67.09836639,-42.47058305,20.23623727,-69.1551799,-42.82328497,20.01648382,superiortemporal
55,DBS3006,26,+,Sus,,,,-69.71414917,48.32177529,7.655965375,-51.1074191794323,58.1587200556945,18.0322412175073,-69.4834692349995,-25.5180727313811,24.6105610710521,-69.7113875387715,-26.2559593629958,25.2445697091288,supramarginal
56,DBS3008,27,+,Sus,,,,-76.56169312,38.02174512,23.84630944,-67.22530142,-50.69259434,24.51051921,-67.00142676,-37.56535072,21.88404426,-69.2486948,-37.86498456,21.91625277,superiortemporal
57,DBS3006,41,+,Onset,,,,-56.9367981,76.19618988,36.83321381,-35.3287180406026,83.5247940601764,48.0180777959586,-47.4091274857289,10.0275514300883,49.9022085825366,-48.4468473872664,8.71889484665441,51.3307713317669,caudalmiddlefrontal
58,DBS3008,42,+,Onset,,,,-76.53218842,26.938797,10.96166992,-66.6570253,-61.76520563,11.62949104,-67.85047769,-51.81889753,12.80375839,-69.50580676,-52.45638144,11.82125308,superiortemporal
59,DBS3008,43,+,Sus,,,,-76.67881229,29.07921787,12.63226936,-66.90840598,-59.63412125,13.29954783,-67.91627979,-49.34954138,13.73736604,-69.7273039,-49.94110853,12.89198465,superiortemporal
60,DBS3006,44,+,Sus,,,,-69.53883364,46.28756472,-1.471934503,-51.2567365760909,56.4815158827021,8.83158934722643,-70.4636680624562,-30.418849380541,14.2479450172434,-70.1257893375763,-30.7735692733366,14.8531651942003,superiortemporal
61,DBS3008,45,+,Sus,,,,-76.43897342,33.62327788,15.90264492,-66.89194673,-55.08250505,16.56816825,-67.52250754,-44.19982548,15.37402381,-69.5450699,-44.6514217,14.83085357,superiortemporal
62,DBS3008,46,+,Sus,,,,-76.42043579,35.84894376,17.52635096,-66.982673,-52.85806345,18.19112292,-67.42831732,-41.67045364,16.20932345,-69.5315286,-42.05228794,15.8242406,superiortemporal
63,DBS3008,47,+,Sus,,,,-76.42797079,38.03932573,19.13152347,-67.09769985,-50.67016911,19.79558418,-67.36117409,-39.17882139,17.04169237,-69.54754021,-39.50186103,16.80872704,superiortemporal
64,DBS3008,48,+,Sus,,,,-76.45103759,40.2465288,20.75435811,-67.229059,-48.46624239,21.41771904,-67.30874812,-36.66628984,17.88767452,-69.59514543,-36.94494758,17.79770796,superiortemporal
65,DBS3008,49,+,Sus,,,,-76.48154362,42.37082027,22.32058496,-67.36377444,-46.34551671,22.98328149,-67.26631134,-34.2466774,18.70727632,-69.66363323,-34.49623839,18.74042218,superiortemporal
66,DBS3008,50,+,Sus,,,,-76.51541534,44.58861608,23.96040799,-67.50643499,-44.13154275,24.62241308,-67.22358203,-31.71896256,19.56794568,-69.74382061,-31.94349272,19.71621042,postcentral
67,DBS3012,0,+,Three,,,,-50.6578064,75.21221161,16.17361581,62.77074752,109.7044964,-51.86626988,-68.34425617,-32.61018886,13.25877267,-70.60838351,-32.0949018,13.95530067,superiortemporal
68,DBS3012,1,+,Three,,,,-50.02451662,76.8516426,18.05828907,62.12083519,110.6416059,-49.55537764,-68.13823306,-30.51081366,14.85326408,-70.31416346,-30.05932218,15.64836429,superiortemporal
69,DBS3012,2,+,Onset,,,,-49.42363982,78.33260425,19.74799575,61.56465605,111.4923677,-47.46342207,-67.92146413,-28.61394234,16.28340169,-70.03310617,-28.23203131,17.1512915,superiortemporal
70,DBS3012,3,+,Three,,,,-48.79844963,79.8556219,21.47214374,61.00547637,112.3717194,-45.31931609,-67.68944106,-26.66546578,17.74089686,-69.75225443,-26.36582582,18.67574864,supramarginal
71,DBS3012,4,+,Three,,,,-48.18226657,81.41454362,23.21800058,60.42194596,113.2779191,-43.15223763,-67.47328273,-24.67816961,19.21067928,-69.48850847,-24.4718672,20.21476732,supramarginal
72,DBS3012,5,+,Three,,,,-47.68356548,83.01186052,24.96385308,59.73115872,114.2201522,-41.03489617,-67.37938743,-22.66726667,20.65831766,-69.33527658,-22.55726328,21.74175349,supramarginal
73,DBS3012,21,+,Three,,,,-51.6578064,76.21221161,13.17361546,63.20048517,111.6253645,-54.5356506,-69.05696758,-32.44341039,9.793200626,-71.54636569,-31.78190133,10.42664988,superiortemporal
74,DBS3012,22,+,Three,,,,-50.41247112,77.81134874,14.82641738,63.19488708,112.6013396,-52.10927575,-68.20036002,-30.36500697,11.22204321,-70.48356955,-29.76996852,11.96976296,superiortemporal
75,DBS3012,23,+,Three,,,,-50.03229007,79.46849756,16.68687519,62.33666561,113.5625171,-49.94327095,-68.24743366,-28.28349131,12.76049861,-70.43837507,-27.7423477,13.6041115,superiortemporal
76,DBS3012,24,+,Three,,,,-49.73511471,81.1783123,18.62693575,61.35967857,114.5473528,-47.74072478,-68.39431807,-26.14221531,14.35910577,-70.5194516,-25.66943952,15.28444867,superiortemporal
77,DBS3012,43,+,Sus,,,,-51.20886041,81.76233607,14.01629873,62.23575028,116.5988115,-52.07604479,-69.32250365,-26.80445572,9.284587205,-71.68892765,-26.06485507,10.12058649,superiortemporal
78,DBS3012,44,+,Onset,,,,-50.77805374,83.32822217,15.86778259,61.4407687,117.4767492,-49.91668936,-69.30755865,-24.80777761,10.84251377,-71.53839227,-24.136336,11.76642599,superiortemporal
79,DBS3012,46,+,Sus,,,,-49.48923155,86.40948383,19.37783219,60.31941986,119.2487164,-45.54880736,-68.81696724,-20.85794146,13.8163522,-70.77306774,-20.37754103,14.87461934,superiortemporal
80,DBS3012,47,+,Sus,,,,-48.30709099,87.86206776,20.89003677,60.35273554,120.1318197,-43.30978132,-67.9891225,-18.96157818,15.1308167,-69.77518687,-18.61018805,16.24583887,postcentral
81,DBS3014,37,+,Sus,,,,-55.72106058,-4.468831543,22.85498613,-54.37356021,-24.19775976,49.14178108,-57.79616291,-9.445983638,42.81173493,-59.72269523,-6.929281068,46.88498184,precentral
82,DBS3014,39,+,Onset,,,,-52.84966671,-1.439263298,27.62338125,-51.57518475,-19.88093719,52.84244538,-54.83414323,-3.984005078,45.3373123,-57.41869744,-2.121406792,48.53480242,precentral
83,DBS3014,58,+,Sus,,,,-56.08581037,-1.407438835,21.68835294,-54.67571075,-21.63080845,47.09589087,-58.07611559,-7.360630779,39.80724419,-60.30048559,-4.913072518,43.47727033,precentral
84,DBS3014,60,+,Onset,,,,-54.14072847,1.188858268,26.95646029,-52.81975404,-17.57180357,51.38039333,-56.11538038,-2.01198334,43.031257,-59.40003714,0.237171749,46.21022741,precentral
85,DBS3014,117,+,Sus,,,,-43.81110784,35.96244958,39.45135037,-42.36591201,19.30624118,53.03960882,-44.77036932,36.45087576,32.8206128,-46.73705542,37.27991264,35.22885927,rostralmiddlefrontal
86,DBS3014,119,+,Sus,,,,-41.59958667,31.29474265,43.11992626,-40.29310254,15.95650213,58.00141012,-42.65193248,34.36110022,39.17619065,-43.19852789,34.95960125,43.18225858,rostralmiddlefrontal
87,DBS3015,0,+,Sus,,,,-71.7407989501953,15.652214050293,25.4544222354889,-60.4812604204331,-62.6617194086509,16.5184014580073,-61.6149788668827,-52.3604358296586,21.2956185139383,-63.4194390770589,-54.7830420908473,22.2301479959078,superiortemporal
88,DBS3015,1,+,Sus,,,,-70.7202854832319,17.5299507887321,27.3333011720972,-59.4547084734027,-60.6132066702226,18.2058005554685,-60.5200780493095,-50.0388830901218,22.4753527145909,-62.4240382017474,-52.4097852045805,23.5353402294609,superiortemporal
89,DBS3015,2,+,Sus,,,,-70.741553950338,19.6928890752947,29.4918377065079,-59.4685344600689,-58.2327389521584,20.1218424743482,-60.4891645208061,-47.3285925975058,23.8140718462354,-62.551938767026,-49.770173860713,25.0202864521923,superiortemporal
90,DBS3015,3,+,Sus,,,,-70.7125698832749,21.6942659794405,31.817040159937,-59.4380397491053,-55.996045556295,22.2216493139239,-60.4135682079461,-44.7127045636056,25.3954973986242,-62.6155177460612,-47.2721615852047,26.7131931975535,superiortemporal
91,DBS3015,20,+,Sus,,,,-66.7407989501953,53.652214050293,66.4544271230698,-55.4025751215849,-20.608605637141,53.3388166992477,-55.5760345566891,-3.88645710456115,48.0899202842815,-56.2666729319178,-7.72665585225397,50.8896975819407,precentral
92,DBS3015,21,+,Sus,,,,-72.7407989501953,18.652214050293,24.4544221162796,-61.4053333405718,-59.7678050623861,15.1874810121624,-62.5328289857199,-49.9052514021175,18.9737203498423,-64.4311920950651,-52.230162414008,19.9358986052974,superiortemporal
93,DBS3015,22,+,Sus,,,,-72.7086861231758,20.8471117256518,26.6763678469249,-61.366200864021,-57.3497700330342,17.1641512211233,-62.446549395215,-47.14608761874,20.3657409819597,-64.5223535739947,-49.5126980170132,21.4864980781639,superiortemporal
94,DBS3015,23,+,Sus,,,,-72.2802507146068,22.6827585238366,28.8821075985231,-60.9377066250469,-55.2977063213956,19.1701101263166,-61.9647708517839,-44.7351625949785,21.8972446772467,-64.1798542458632,-47.147016286591,23.1365459059563,superiortemporal
95,DBS3015,24,+,Sus,,,,-71.8582858575819,24.5513454346753,31.1607483450958,-60.5162218809085,-53.205018442148,21.2449313442464,-61.489211185556,-42.2693881524701,23.4908275100851,-63.8187022957212,-44.7626801567261,24.816874265688,superiortemporal
96,DBS3015,25,+,Sus,,,,-71.8059080264061,26.5196001011484,33.331665874813,-60.4604732974653,-51.0180969902797,23.1952952715502,-61.3892507472715,-39.7362549688122,24.9255375086406,-63.8169246057881,-42.354608220853,26.3133522298126,superiortemporal
97,DBS3015,42,+,Sus,,,,-74.7407989501953,21.652214050293,22.454421877861,-63.3127312750532,-56.9624452928782,12.8440240279535,-64.4694577131724,-47.7525038104555,15.5965452848106,-66.4812198113626,-50.0182983512571,16.5464578800343,superiortemporal
98,DBS3015,43,+,Sus,,,,-74.4966935459995,23.6574415623609,24.6719029776855,-63.0653490411969,-54.7372422192586,14.84027565616,-64.1715811693326,-45.1759161804488,17.0665091119898,-66.3494305518505,-47.461531076766,18.1570687109805,superiortemporal
99,DBS3015,44,+,Sus,,,,-74.0001340294665,25.5123680193604,27.0470927147592,-62.5711421775144,-52.649192107853,17.0139030643384,-63.6206889429267,-42.6928007753025,18.7674842692437,-65.9638116826733,-45.0144546409186,19.9807296067585,superiortemporal
100,DBS3015,45,+,Sus,,,,-73.6961551705742,27.3183796945865,29.1456282591778,-62.2658965033371,-50.6357749280748,18.9141422828224,-63.2668608440167,-40.3409907270243,20.1981648149798,-65.7474010790936,-42.7240038469009,21.4984003248502,superiortemporal
101,DBS3015,46,+,Sus,,,,-73.0954951147506,29.2989470480862,31.0620579175128,-61.6576428001514,-48.4735192003868,20.6202547587155,-62.6004739565242,-37.8990208205035,21.3686692684561,-65.1505868900752,-40.3227912730167,22.7120710161474,superiortemporal
102,DBS3016,0,+,Onset,,,,-72.15579987,66.04221344,13.4544208,-61.4503795321504,-5.08243500320198,0.821998173260294,-67.85491554788,-29.8888198876433,9.19144115916768,-70.0635360348765,-29.3959390116397,9.86468806088193,superiortemporal
103,DBS3016,1,+,Onset,,,,-72.16024882,67.54911081,15.81887069,-61.0997405467927,-3.30600291630195,2.96272797913714,-67.6283846104659,-27.6098934638576,11.0794216103266,-70.1546653274475,-27.0675612867765,11.9055537371476,supramarginal
104,DBS3016,6,+,Sus,,,,-71.24070873,75.42613921,26.47855907,-58.4602906291639,5.64959924043066,12.4153773904337,-65.5719725784595,-16.3184486256278,19.0695287326924,-69.7184960238597,-15.5133727163826,20.1722155603488,supramarginal
105,DBS3016,7,+,Sus,,,,-70.83849755,76.89337001,28.73527155,-57.7197409156143,7.32198071809739,14.4308221517934,-64.9151027137377,-14.1347457452744,20.8156778273018,-69.3435151736687,-13.2458746876368,21.9952556039634,supramarginal
106,DBS3016,21,+,Onset,,,,-72.15579987,68.04221344,11.45442057,-61.3628768781753,-3.36191195606857,-1.42124605103411,-67.9975305657287,-28.6029600467759,6.33035067950284,-69.9696932316054,-28.0410736960841,6.78503976550518,superiortemporal
107,DBS3016,22,+,Sus,,,,-72.10389538,69.59053664,13.77689472,-60.9546681784311,-1.55707091837439,0.669160481501304,-67.7129712847008,-26.3003359940206,8.15231068063829,-70.0526917925641,-25.6670962435962,8.78165647647954,superiortemporal
108,DBS3016,23,+,Sus,,,,-72.24906085,71.14624747,16.11051818,-60.7398806856506,0.281460273903775,2.78121565154003,-67.6407421293643,-23.9770725956019,10.0046898553784,-70.3627152462118,-23.2958303211239,10.7407466348064,supramarginal
109,DBS3016,28,+,Sus,,,,-70.21507363,78.59023319,27.28142543,-57.0100691121255,8.73262013224983,12.7313713726063,-64.3396696564043,-12.9919810862005,18.573623029386,-68.8487079066195,-11.9253261241136,19.637898037044,postcentral
110,DBS3016,29,+,Sus,,,,-70.1322484,80.13543098,29.59150975,-56.5725396797123,10.5289220069922,14.8081124168929,-64.022758353308,-10.6981250963845,20.3804567328979,-68.7731698818662,-9.52968569110178,21.5017074039329,postcentral
111,DBS3016,42,+,Three,,,,-72.15579987,71.04221344,10.45442045,-61.0822612652763,-0.533388808113074,-2.80714356502177,-68.0364224265612,-25.9974653058361,4.12748512436831,-69.9208523221903,-25.3456217868643,4.38591723967859,superiortemporal
112,DBS3016,43,+,Sus,,,,-71.37182966,72.44864145,12.56238465,-59.9820225751661,1.01222507491472,-0.953305747051169,-66.980113029912,-23.9423874507962,5.69986651005416,-69.2764845698366,-23.1725960951714,6.15245418369526,superiortemporal
113,DBS3016,44,+,Sus,,,,-71.06012496,73.87868923,14.71431729,-59.3433165414972,2.64653388554285,0.968698382559555,-66.4310336439703,-21.8262071453495,7.36087651834075,-69.1267020105306,-20.9715575247907,7.94326618187864,superiortemporal
114,DBS3016,45,+,Sus,,,,-71.19333235,75.38711739,16.96391695,-59.1285635115095,4.42660544559961,3.00315770387614,-66.3539736780873,-19.5783546478199,9.14244882107596,-69.4389963510752,-18.6607031348388,9.79718186115502,superiortemporal
115,DBS3016,46,+,Sus,,,,-71.19291442,76.82103234,19.11050662,-58.7980190275258,6.10360873583717,4.93767567445434,-66.1424209322682,-17.4449956468396,10.8305481118652,-69.5956301419852,-16.4579201663239,11.5328891904823,postcentral
116,DBS3016,47,+,Sus,,,,-70.73361998,78.23523017,21.33225604,-58.0098402139878,7.71221527708678,6.92217473557801,-65.4276495878731,-15.327948756437,12.5543968234015,-69.2677699057369,-14.2408260103669,13.3193984027128,postcentral
117,DBS3016,48,+,Sus,,,,-69.48248382,79.64700252,23.0473322,-56.475745511576,9.15506621191089,8.3590685095202,-63.8996993401028,-13.4233603085964,13.6631180778744,-68.100758633791,-12.1791064367061,14.5085159261033,postcentral
118,DBS3016,49,+,Sus,,,,-69.01829289,81.19136862,25.108967,-55.6792598214377,10.8713199536017,10.1676484934943,-63.1915278643224,-11.2329957218172,15.1689423139063,-67.7342340364895,-9.84989390061124,16.0693687931296,postcentral
119,DBS3016,50,+,Sus,,,,-69.2383043,82.62452764,27.3504217,-55.5599783312814,12.5873367992235,12.2091006925276,-63.2104088953771,-9.05752308130167,16.9806005546828,-68.0194557974021,-7.57540664934524,17.9156180491141,postcentral
